18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
18:28:5,25.0,23,23.0,2.0,0.0,0.0,0.0,0.0
